motifHeader	symbol_scRNAseq	origin
ZN384_HUMAN.H11MO.0.C	-	Hocomoco
ZN394_HUMAN.H11MO.0.C	-	Hocomoco
ZN394_HUMAN.H11MO.1.D	-	Hocomoco
ZN410_HUMAN.H11MO.0.D	-	Hocomoco
ZN418_HUMAN.H11MO.0.C	-	Hocomoco
ZN418_HUMAN.H11MO.1.D	-	Hocomoco
ZN423_HUMAN.H11MO.0.D	-	Hocomoco
ZN436_HUMAN.H11MO.0.C	-	Hocomoco
ZN449_HUMAN.H11MO.0.C	-	Hocomoco
ZN467_HUMAN.H11MO.0.C	-	Hocomoco
ZN490_HUMAN.H11MO.0.C	-	Hocomoco
ZN502_HUMAN.H11MO.0.C	-	Hocomoco
ZN524_HUMAN.H11MO.0.D	-	Hocomoco
ZN528_HUMAN.H11MO.0.C	-	Hocomoco
ZN547_HUMAN.H11MO.0.C	-	Hocomoco
ZN549_HUMAN.H11MO.0.C	-	Hocomoco
ZN554_HUMAN.H11MO.0.C	-	Hocomoco
ZN554_HUMAN.H11MO.1.D	-	Hocomoco
ZN563_HUMAN.H11MO.0.C	-	Hocomoco
ZN563_HUMAN.H11MO.1.C	-	Hocomoco
ZN582_HUMAN.H11MO.0.C	-	Hocomoco
ZN586_HUMAN.H11MO.0.C	-	Hocomoco
ZN589_HUMAN.H11MO.0.D	-	Hocomoco
ZN652_HUMAN.H11MO.0.D	-	Hocomoco
ZN667_HUMAN.H11MO.0.C	-	Hocomoco
ZN680_HUMAN.H11MO.0.C	-	Hocomoco
ZN708_HUMAN.H11MO.0.C	-	Hocomoco
ZN708_HUMAN.H11MO.1.D	-	Hocomoco
ZN713_HUMAN.H11MO.0.D	-	Hocomoco
ZN740_HUMAN.H11MO.0.D	-	Hocomoco
ZN768_HUMAN.H11MO.0.C	-	Hocomoco
ZN770_HUMAN.H11MO.0.C	-	Hocomoco
ZN770_HUMAN.H11MO.1.C	-	Hocomoco
ZN784_HUMAN.H11MO.0.D	-	Hocomoco
ZN816_HUMAN.H11MO.0.C	-	Hocomoco
ZN816_HUMAN.H11MO.1.C	-	Hocomoco
ZNF18_HUMAN.H11MO.0.C	ZNF18	Hocomoco
ZNF41_HUMAN.H11MO.0.C	ZNF41	Hocomoco
ZNF41_HUMAN.H11MO.1.C	ZNF41	Hocomoco
ZNF76_HUMAN.H11MO.0.C	ZNF76	Hocomoco
ZNF85_HUMAN.H11MO.0.C	ZNF85	Hocomoco
ZNF85_HUMAN.H11MO.1.C	ZNF85	Hocomoco
ZNF8_HUMAN.H11MO.0.C	ZNF8	Hocomoco
ZSC16_HUMAN.H11MO.0.D	-	Hocomoco
ZSC22_HUMAN.H11MO.0.C	-	Hocomoco
ZSC31_HUMAN.H11MO.0.C	-	Hocomoco
ZSCA4_HUMAN.H11MO.0.D	-	Hocomoco
RUNX1_MA0002.1	RUNX1	JASPAR
TFAP2A_MA0003.1	TFAP2A	JASPAR
Arnt_MA0004.1	ARNT	JASPAR
Ahr::Arnt_MA0006.1	AHR,ARNT	JASPAR
Ar_MA0007.1	AR	JASPAR
T_MA0009.1	-	JASPAR
Pax5_MA0014.1	-	JASPAR
NR2F1_MA0017.1	NR2F1	JASPAR
CREB1_MA0018.1	CREB1	JASPAR
Ddit3::Cebpa_MA0019.1	DDIT3,CEBPA	JASPAR
E2F1_MA0024.1	E2F1	JASPAR
NFIL3_MA0025.1	NFIL3	JASPAR
En1_MA0027.1	EN1	JASPAR
ELK1_MA0028.1	ELK1	JASPAR
Mecom_MA0029.1	MECOM	JASPAR
FOXF2_MA0030.1	FOXF2	JASPAR
FOXD1_MA0031.1	FOXD1	JASPAR
FOXC1_MA0032.1	FOXC1	JASPAR
FOXL1_MA0033.1	FOXL1	JASPAR
Gata1_MA0035.1	-	JASPAR
GATA2_MA0036.1	GATA2	JASPAR
GATA3_MA0037.1	GATA3	JASPAR
Gfi1_MA0038.1	-	JASPAR
Klf4_MA0039.1	KLF4	JASPAR
Foxq1_MA0040.1	FOXQ1	JASPAR
Foxd3_MA0041.1	FOXD3	JASPAR
FOXI1_MA0042.1	-	JASPAR
HLF_MA0043.1	HLF	JASPAR
HNF1A_MA0046.1	HNF1A	JASPAR
Foxa2_MA0047.1	-	JASPAR
NHLH1_MA0048.1	NHLH1	JASPAR
IRF1_MA0050.1	IRF1	JASPAR
IRF2_MA0051.1	IRF2	JASPAR
MEF2A_MA0052.1	MEF2A	JASPAR
MZF1_MA0056.1	MZF1	JASPAR
MZF1(var.2)_MA0057.1	MZF1	JASPAR
MAX_MA0058.1	MAX	JASPAR
MAX::MYC_MA0059.1	MAX,MYC	JASPAR
NFYA_MA0060.1	NFYA	JASPAR
NFKB1_MA0105.1	NFKB1	JASPAR
GABPA_MA0062.1	GABPA	JASPAR
Nkx2-5_MA0063.1	NKX2-5	JASPAR
PPARG::RXRA_MA0065.1	PPARG,RXRA	JASPAR
PPARG_MA0066.1	PPARG	JASPAR
Pax2_MA0067.1	-	JASPAR
Pax4_MA0068.1	-	JASPAR
Pax6_MA0069.1	PAX6	JASPAR
PBX1_MA0070.1	PBX1	JASPAR
RORA_MA0071.1	RORA	JASPAR
RORA(var.2)_MA0072.1	RORA	JASPAR
RREB1_MA0073.1	RREB1	JASPAR
RXRA::VDR_MA0074.1	RXRA,VDR	JASPAR
Prrx2_MA0075.1	PRRX2	JASPAR
ELK4_MA0076.1	ELK4	JASPAR
SOX9_MA0077.1	SOX9	JASPAR
Sox17_MA0078.1	-	JASPAR
SP1_MA0079.1	SP1	JASPAR
SPI1_MA0080.1	SPI1	JASPAR
SPIB_MA0081.1	SPIB	JASPAR
SRF_MA0083.1	SRF	JASPAR
SRY_MA0084.1	SRY	JASPAR
Sox5_MA0087.1	SOX5	JASPAR
znf143_MA0088.1	ZNF143	JASPAR
MAFG::NFE2L1_MA0089.1	MAFG,NFE2L1	JASPAR
TEAD1_MA0090.1	TEAD1	JASPAR
TAL1::TCF3_MA0091.1	TCF3	JASPAR
Hand1::Tcf3_MA0092.1	HAND1,TCF3	JASPAR
USF1_MA0093.1	USF1	JASPAR
YY1_MA0095.1	YY1	JASPAR
ETS1_MA0098.1	ETS1	JASPAR
JUN::FOS_MA0099.1	JUN,FOS	JASPAR
Myb_MA0100.1	MYB	JASPAR
REL_MA0101.1	REL	JASPAR
Cebpa_MA0102.1	CEBPA	JASPAR
ZEB1_MA0103.1	ZEB1	JASPAR
Mycn_MA0104.1	MYCN	JASPAR
NFKB1_MA0105.2	NFKB1	JASPAR
TP53_MA0106.1	TP53	JASPAR
RELA_MA0107.1	RELA	JASPAR
TBP_MA0108.1	TBP	JASPAR
TBP_MA0108.2	TBP	JASPAR
HLTF_MA0109.1	-	JASPAR
Spz1_MA0111.1	-	JASPAR
ESR1_MA0112.1	ESR1	JASPAR
NR3C1_MA0113.1	NR3C1	JASPAR
HNF4A_MA0114.1	-	JASPAR
NR1H2::RXRA_MA0115.1	NR1H2,RXRA	JASPAR
Znf423_MA0116.1	-	JASPAR
Mafb_MA0117.1	MAFB	JASPAR
NFIC::TLX1_MA0119.1	NFIC	JASPAR
Nkx3-2_MA0122.1	-	JASPAR
NKX3-1_MA0124.1	NKX3-1	JASPAR
Nobox_MA0125.1	-	JASPAR
ZNF354C_MA0130.1	ZNF354C	JASPAR
HINFP_MA0131.1	HINFP	JASPAR
Pdx1_MA0132.1	-	JASPAR
Lhx3_MA0135.1	-	JASPAR
ELF5_MA0136.1	ELF5	JASPAR
STAT1_MA0137.1	STAT1	JASPAR
REST_MA0138.1	REST	JASPAR
CTCF_MA0139.1	CTCF	JASPAR
Tal1::Gata1_MA0140.1	-	JASPAR
Esrrb_MA0141.1	-	JASPAR
Pou5f1::Sox2_MA0142.1	POU5F1,SOX2	JASPAR
Sox2_MA0143.1	SOX2	JASPAR
Stat3_MA0144.1	STAT3	JASPAR
Tcfcp2l1_MA0145.1	-	JASPAR
Zfx_MA0146.1	ZFX	JASPAR
Myc_MA0147.1	MYC	JASPAR
FOXA1_MA0148.1	FOXA1	JASPAR
EWSR1-FLI1_MA0149.1	-	JASPAR
Gabpa_MA0062.2	GABPA	JASPAR
Gata1_MA0035.2	-	JASPAR
Klf4_MA0039.2	KLF4	JASPAR
REST_MA0138.2	REST	JASPAR
RUNX1_MA0002.2	RUNX1	JASPAR
STAT1_MA0137.2	STAT1	JASPAR
Mycn_MA0104.2	MYCN	JASPAR
Foxa2_MA0047.2	-	JASPAR
ESR1_MA0112.2	ESR1	JASPAR
Pparg::Rxra_MA0065.2	PPARG,RXRA	JASPAR
NFE2L2_MA0150.1	NFE2L2	JASPAR
Arid3a_MA0151.1	ARID3A	JASPAR
NFATC2_MA0152.1	NFATC2	JASPAR
HNF1B_MA0153.1	-	JASPAR
EBF1_MA0154.1	EBF1	JASPAR
INSM1_MA0155.1	INSM1	JASPAR
FEV_MA0156.1	-	JASPAR
FOXO3_MA0157.1	FOXO3	JASPAR
HOXA5_MA0158.1	HOXA5	JASPAR
RARA::RXRA_MA0159.1	RARA,RXRA	JASPAR
NR4A2_MA0160.1	NR4A2	JASPAR
NFIC_MA0161.1	NFIC	JASPAR
Egr1_MA0162.1	EGR1	JASPAR
PLAG1_MA0163.1	PLAG1	JASPAR
Nr2e3_MA0164.1	-	JASPAR
SPI1_MA0080.2	SPI1	JASPAR
CREB1_MA0018.2	CREB1	JASPAR
FOS::JUN_MA0099.2	FOS,JUN	JASPAR
SP1_MA0079.2	SP1	JASPAR
CEBPA_MA0102.2	CEBPA	JASPAR
ESR2_MA0258.1	ESR2	JASPAR
ARNT::HIF1A_MA0259.1	ARNT,HIF1A	JASPAR
SOX10_MA0442.1	SOX10	JASPAR
Tcfcp2l1_MA0145.2	-	JASPAR
Zfx_MA0146.2	ZFX	JASPAR
FOXA1_MA0148.2	FOXA1	JASPAR
Esrrb_MA0141.2	-	JASPAR
Sox2_MA0143.2	SOX2	JASPAR
Stat5a::Stat5b_MA0519.1	STAT5A,STAT5B	JASPAR
Stat4_MA0518.1	STAT4	JASPAR
STAT1::STAT2_MA0517.1	STAT1,STAT2	JASPAR
SP2_MA0516.1	SP2	JASPAR
Sox6_MA0515.1	SOX6	JASPAR
Sox3_MA0514.1	-	JASPAR
SMAD2::SMAD3::SMAD4_MA0513.1	SMAD2,SMAD3,SMAD4	JASPAR
Rxra_MA0512.1	RXRA	JASPAR
RUNX2_MA0511.1	RUNX2	JASPAR
RFX5_MA0510.1	RFX5	JASPAR
Rfx1_MA0509.1	RFX1	JASPAR
PRDM1_MA0508.1	PRDM1	JASPAR
POU2F2_MA0507.1	POU2F2	JASPAR
NRF1_MA0506.1	NRF1	JASPAR
Nr5a2_MA0505.1	NR5A2	JASPAR
NR2C2_MA0504.1	NR2C2	JASPAR
Nkx2-5(var.2)_MA0503.1	NKX2-5	JASPAR
NFYB_MA0502.1	NFYB	JASPAR
MAF::NFE2_MA0501.1	MAF,NFE2	JASPAR
Myog_MA0500.1	-	JASPAR
Myod1_MA0499.1	-	JASPAR
Meis1_MA0498.1	MEIS1	JASPAR
MEF2C_MA0497.1	MEF2C	JASPAR
MAFK_MA0496.1	MAFK	JASPAR
MAFF_MA0495.1	MAFF	JASPAR
Nr1h3::Rxra_MA0494.1	NR1H3,RXRA	JASPAR
Klf1_MA0493.1	KLF1	JASPAR
JUND(var.2)_MA0492.1	JUND	JASPAR
JUND_MA0491.1	JUND	JASPAR
JUNB_MA0490.1	JUNB	JASPAR
JUN(var.2)_MA0489.1	JUN	JASPAR
JUN_MA0488.1	JUN	JASPAR
HSF1_MA0486.1	HSF1	JASPAR
Hoxc9_MA0485.1	HOXC9	JASPAR
HNF4G_MA0484.1	-	JASPAR
Gfi1b_MA0483.1	-	JASPAR
Gata4_MA0482.1	-	JASPAR
FOXP1_MA0481.1	FOXP1	JASPAR
Foxo1_MA0480.1	FOXO1	JASPAR
FOXH1_MA0479.1	FOXH1	JASPAR
FOSL2_MA0478.1	FOSL2	JASPAR
FOSL1_MA0477.1	FOSL1	JASPAR
FOS_MA0476.1	FOS	JASPAR
FLI1_MA0475.1	FLI1	JASPAR
Erg_MA0474.1	ERG	JASPAR
ELF1_MA0473.1	ELF1	JASPAR
EGR2_MA0472.1	EGR2	JASPAR
E2F6_MA0471.1	E2F6	JASPAR
E2F4_MA0470.1	E2F4	JASPAR
E2F3_MA0469.1	E2F3	JASPAR
DUX4_MA0468.1	-	JASPAR
Crx_MA0467.1	CRX	JASPAR
CEBPB_MA0466.1	CEBPB	JASPAR
CDX2_MA0465.1	-	JASPAR
Bhlhe40_MA0464.1	BHLHE40	JASPAR
Bcl6_MA0463.1	BCL6	JASPAR
BATF::JUN_MA0462.1	BATF,JUN	JASPAR
Atoh1_MA0461.1	-	JASPAR
Stat6_MA0520.1	STAT6	JASPAR
Tcf12_MA0521.1	TCF12	JASPAR
Tcf3_MA0522.1	TCF3	JASPAR
TCF7L2_MA0523.1	TCF7L2	JASPAR
TFAP2C_MA0524.1	TFAP2C	JASPAR
TP63_MA0525.1	TP63	JASPAR
USF2_MA0526.1	USF2	JASPAR
ZBTB33_MA0527.1	-	JASPAR
ZNF263_MA0528.1	ZNF263	JASPAR
AR_MA0007.2	AR	JASPAR
CEBPA_MA0102.3	CEBPA	JASPAR
E2F1_MA0024.2	E2F1	JASPAR
EBF1_MA0154.2	EBF1	JASPAR
EGR1_MA0162.2	EGR1	JASPAR
ELK4_MA0076.2	ELK4	JASPAR
ESR2_MA0258.2	ESR2	JASPAR
Ets1_MA0098.2	ETS1	JASPAR
FOXA1_MA0148.3	FOXA1	JASPAR
Gata1_MA0035.3	-	JASPAR
GATA2_MA0036.2	GATA2	JASPAR
GATA3_MA0037.2	GATA3	JASPAR
HNF4A_MA0114.2	-	JASPAR
IRF1_MA0050.2	IRF1	JASPAR
MAX_MA0058.2	MAX	JASPAR
MEF2A_MA0052.2	MEF2A	JASPAR
Myb_MA0100.2	MYB	JASPAR
Myc_MA0147.2	MYC	JASPAR
Mycn_MA0104.3	MYCN	JASPAR
Nfe2l2_MA0150.2	NFE2L2	JASPAR
NFKB1_MA0105.3	NFKB1	JASPAR
NFYA_MA0060.2	NFYA	JASPAR
PAX5_MA0014.2	-	JASPAR
Spi1_MA0080.3	SPI1	JASPAR
Sox2_MA0143.3	SOX2	JASPAR
SP1_MA0079.3	SP1	JASPAR
SRF_MA0083.2	SRF	JASPAR
STAT1_MA0137.3	STAT1	JASPAR
STAT3_MA0144.2	STAT3	JASPAR
GATA1::TAL1_MA0140.2	-	JASPAR
TFAP2A_MA0003.2	TFAP2A	JASPAR
TP53_MA0106.2	TP53	JASPAR
USF1_MA0093.2	USF1	JASPAR
YY1_MA0095.2	YY1	JASPAR
ZEB1_MA0103.2	ZEB1	JASPAR
Bach1::Mafk_MA0591.1	BACH1,MAFK	JASPAR
ESRRA_MA0592.1	ESRRA	JASPAR
FOXP2_MA0593.1	FOXP2	JASPAR
Hoxa9_MA0594.1	HOXA9	JASPAR
SREBF1_MA0595.1	SREBF1	JASPAR
SREBF2_MA0596.1	SREBF2	JASPAR
THAP1_MA0597.1	THAP1	JASPAR
EHF_MA0598.1	EHF	JASPAR
KLF5_MA0599.1	KLF5	JASPAR
RFX2_MA0600.1	RFX2	JASPAR
NR3C1_MA0113.2	NR3C1	JASPAR
Arid3b_MA0601.1	ARID3B	JASPAR
Arid5a_MA0602.1	ARID5A	JASPAR
Arntl_MA0603.1	ARNTL	JASPAR
Atf1_MA0604.1	ATF1	JASPAR
Atf3_MA0605.1	ATF3	JASPAR
NFAT5_MA0606.1	NFAT5	JASPAR
Bhlha15_MA0607.1	-	JASPAR
Creb3l2_MA0608.1	CREB3L2	JASPAR
Crem_MA0609.1	CREM	JASPAR
DMRT3_MA0610.1	-	JASPAR
Dux_MA0611.1	-	JASPAR
EMX1_MA0612.1	EMX1	JASPAR
FOXG1_MA0613.1	-	JASPAR
Foxj2_MA0614.1	FOXJ2	JASPAR
Gmeb1_MA0615.1	GMEB1	JASPAR
Hes1_MA1099.1	HES1	JASPAR
Hes2_MA0616.1	HES2	JASPAR
Id2_MA0617.1	ID2	JASPAR
LBX1_MA0618.1	-	JASPAR
LIN54_MA0619.1	-	JASPAR
Mitf_MA0620.1	MITF	JASPAR
mix-a_MA0621.1	-	JASPAR
Mlxip_MA0622.1	MLXIP	JASPAR
Neurog1_MA0623.1	-	JASPAR
NFATC1_MA0624.1	NFATC1	JASPAR
NFATC3_MA0625.1	NFATC3	JASPAR
Npas2_MA0626.1	NPAS2	JASPAR
Pou2f3_MA0627.1	POU2F3	JASPAR
POU6F1_MA0628.1	POU6F1	JASPAR
Rhox11_MA0629.1	-	JASPAR
SHOX_MA0630.1	-	JASPAR
Six3_MA0631.1	-	JASPAR
Tcfl5_MA0632.1	TCFL5	JASPAR
Twist2_MA0633.1	TWIST2	JASPAR
ALX3_MA0634.1	ALX3	JASPAR
Ar_MA0007.3	AR	JASPAR
BARHL2_MA0635.1	-	JASPAR
BHLHE41_MA0636.1	BHLHE41	JASPAR
CENPB_MA0637.1	-	JASPAR
CREB3_MA0638.1	CREB3	JASPAR
DBP_MA0639.1	DBP	JASPAR
EBF1_MA0154.3	EBF1	JASPAR
EHF_MA0598.2	EHF	JASPAR
ELF3_MA0640.1	ELF3	JASPAR
ELF4_MA0641.1	ELF4	JASPAR
ELF5_MA0136.2	ELF5	JASPAR
EN1_MA0027.2	EN1	JASPAR
EN2_MA0642.1	EN2	JASPAR
Esrrg_MA0643.1	ESRRG	JASPAR
ESX1_MA0644.1	-	JASPAR
ETV6_MA0645.1	ETV6	JASPAR
FLI1_MA0475.2	FLI1	JASPAR
FOXI1_MA0042.2	-	JASPAR
FOXL1_MA0033.2	FOXL1	JASPAR
FOXO3_MA0157.2	FOXO3	JASPAR
GCM1_MA0646.1	-	JASPAR
GRHL1_MA0647.1	GRHL1	JASPAR
GSC_MA0648.1	GSC	JASPAR
HEY2_MA0649.1	HEY2	JASPAR
HINFP_MA0131.2	HINFP	JASPAR
HLF_MA0043.2	HLF	JASPAR
HNF1A_MA0046.2	HNF1A	JASPAR
HNF1B_MA0153.2	-	JASPAR
HOXA13_MA0650.1	-	JASPAR
HOXC11_MA0651.1	HOXC11	JASPAR
HSF1_MA0486.2	HSF1	JASPAR
IRF8_MA0652.1	IRF8	JASPAR
IRF9_MA0653.1	IRF9	JASPAR
ISX_MA0654.1	-	JASPAR
JDP2_MA0655.1	JDP2	JASPAR
JDP2(var.2)_MA0656.1	JDP2	JASPAR
KLF13_MA0657.1	KLF13	JASPAR
LHX6_MA0658.1	LHX6	JASPAR
MAFG_MA0659.1	MAFG	JASPAR
MEF2B_MA0660.1	-	JASPAR
MEOX1_MA0661.1	MEOX1	JASPAR
MIXL1_MA0662.1	-	JASPAR
MLX_MA0663.1	MLX	JASPAR
MLXIPL_MA0664.1	MLXIPL	JASPAR
MSC_MA0665.1	MSC	JASPAR
MSX1_MA0666.1	MSX1	JASPAR
MYF6_MA0667.1	-	JASPAR
NEUROD2_MA0668.1	NEUROD2	JASPAR
NEUROG2_MA0669.1	-	JASPAR
NFIA_MA0670.1	NFIA	JASPAR
NFIX_MA0671.1	NFIX	JASPAR
NHLH1_MA0048.2	NHLH1	JASPAR
NKX2-3_MA0672.1	-	JASPAR
NKX2-8_MA0673.1	NKX2-8	JASPAR
NKX6-1_MA0674.1	NKX6-1	JASPAR
NKX6-2_MA0675.1	-	JASPAR
Nr2e1_MA0676.1	-	JASPAR
Nr2f6_MA0677.1	NR2F6	JASPAR
OLIG2_MA0678.1	-	JASPAR
ONECUT1_MA0679.1	-	JASPAR
PAX4_MA0068.2	-	JASPAR
PAX7_MA0680.1	-	JASPAR
Phox2b_MA0681.1	-	JASPAR
Pitx1_MA0682.1	PITX1	JASPAR
POU4F2_MA0683.1	-	JASPAR
Prrx2_MA0075.2	PRRX2	JASPAR
RUNX3_MA0684.1	RUNX3	JASPAR
Rxra_MA0512.2	RXRA	JASPAR
SP4_MA0685.1	SP4	JASPAR
SPDEF_MA0686.1	SPDEF	JASPAR
SPI1_MA0080.4	SPI1	JASPAR
SPIC_MA0687.1	-	JASPAR
SRF_MA0083.3	SRF	JASPAR
T_MA0009.2	-	JASPAR
TBX2_MA0688.1	TBX2	JASPAR
TBX20_MA0689.1	-	JASPAR
TBX21_MA0690.1	-	JASPAR
TEAD1_MA0090.2	TEAD1	JASPAR
TFAP4_MA0691.1	TFAP4	JASPAR
TFCP2_MA0145.3	TFCP2	JASPAR
TFEB_MA0692.1	TFEB	JASPAR
Vdr_MA0693.1	VDR	JASPAR
ZBTB7B_MA0694.1	ZBTB7B	JASPAR
ZBTB7C_MA0695.1	ZBTB7C	JASPAR
ZIC1_MA0696.1	-	JASPAR
ZIC3_MA0697.1	-	JASPAR
ZBTB18_MA0698.1	ZBTB18	JASPAR
LBX2_MA0699.1	LBX2	JASPAR
LHX2_MA0700.1	LHX2	JASPAR
LHX9_MA0701.1	-	JASPAR
LMX1A_MA0702.1	-	JASPAR
LMX1B_MA0703.1	LMX1B	JASPAR
Lhx4_MA0704.1	LHX4	JASPAR
Lhx8_MA0705.1	-	JASPAR
MEOX2_MA0706.1	-	JASPAR
MNX1_MA0707.1	MNX1	JASPAR
MSX2_MA0708.1	MSX2	JASPAR
Msx3_MA0709.1	-	JASPAR
NKX3-2_MA0122.2	-	JASPAR
NOTO_MA0710.1	-	JASPAR
Nkx3-1_MA0124.2	NKX3-1	JASPAR
OTX1_MA0711.1	OTX1	JASPAR
OTX2_MA0712.1	-	JASPAR
PDX1_MA0132.2	-	JASPAR
PHOX2A_MA0713.1	-	JASPAR
PITX3_MA0714.1	PITX3	JASPAR
PROP1_MA0715.1	-	JASPAR
PRRX1_MA0716.1	PRRX1	JASPAR
RAX2_MA0717.1	-	JASPAR
RAX_MA0718.1	-	JASPAR
RHOXF1_MA0719.1	RHOXF1	JASPAR
Shox2_MA0720.1	SHOX2	JASPAR
UNCX_MA0721.1	-	JASPAR
VAX1_MA0722.1	-	JASPAR
VAX2_MA0723.1	VAX2	JASPAR
VENTX_MA0724.1	-	JASPAR
VSX1_MA0725.1	-	JASPAR
VSX2_MA0726.1	-	JASPAR
ESR1_MA0112.3	ESR1	JASPAR
ESRRB_MA0141.3	-	JASPAR
Esrra_MA0592.2	ESRRA	JASPAR
Hnf4a_MA0114.3	-	JASPAR
NR2F1_MA0017.2	NR2F1	JASPAR
NR3C1_MA0113.3	NR3C1	JASPAR
NR3C2_MA0727.1	NR3C2	JASPAR
Nr2f6(var.2)_MA0728.1	NR2F6	JASPAR
RARA_MA0729.1	RARA	JASPAR
RARA(var.2)_MA0730.1	RARA	JASPAR
BCL6B_MA0731.1	BCL6B	JASPAR
EGR2_MA0472.2	EGR2	JASPAR
EGR3_MA0732.1	EGR3	JASPAR
EGR4_MA0733.1	EGR4	JASPAR
GLI2_MA0734.1	GLI2	JASPAR
GLIS1_MA0735.1	GLIS1	JASPAR
GLIS2_MA0736.1	GLIS2	JASPAR
GLIS3_MA0737.1	GLIS3	JASPAR
HIC2_MA0738.1	HIC2	JASPAR
Hic1_MA0739.1	HIC1	JASPAR
KLF14_MA0740.1	KLF14	JASPAR
KLF16_MA0741.1	KLF16	JASPAR
Klf12_MA0742.1	KLF12	JASPAR
SCRT1_MA0743.1	-	JASPAR
SCRT2_MA0744.1	-	JASPAR
SNAI2_MA0745.1	SNAI2	JASPAR
SP3_MA0746.1	SP3	JASPAR
SP8_MA0747.1	SP8	JASPAR
YY2_MA0748.1	YY2	JASPAR
ZBED1_MA0749.1	ZBED1	JASPAR
ZBTB7A_MA0750.1	ZBTB7A	JASPAR
ZIC4_MA0751.1	-	JASPAR
ZNF143_MA0088.2	ZNF143	JASPAR
ZNF410_MA0752.1	ZNF410	JASPAR
ZNF740_MA0753.1	ZNF740	JASPAR
CUX1_MA0754.1	CUX1	JASPAR
CUX2_MA0755.1	-	JASPAR
ONECUT2_MA0756.1	ONECUT2	JASPAR
ONECUT3_MA0757.1	ONECUT3	JASPAR
E2F3_MA0469.2	E2F3	JASPAR
E2F7_MA0758.1	E2F7	JASPAR
ELF1_MA0473.2	ELF1	JASPAR
ELK3_MA0759.1	ELK3	JASPAR
ERF_MA0760.1	ERF	JASPAR
ERG_MA0474.2	ERG	JASPAR
ETS1_MA0098.3	ETS1	JASPAR
ETV1_MA0761.1	ETV1	JASPAR
ETV2_MA0762.1	ETV2	JASPAR
ETV3_MA0763.1	ETV3	JASPAR
ETV4_MA0764.1	ETV4	JASPAR
ETV5_MA0765.1	ETV5	JASPAR
FEV_MA0156.2	-	JASPAR
GATA5_MA0766.1	GATA5	JASPAR
GCM2_MA0767.1	-	JASPAR
LEF1_MA0768.1	LEF1	JASPAR
Tcf7_MA0769.1	TCF7	JASPAR
HSF2_MA0770.1	HSF2	JASPAR
HSF4_MA0771.1	HSF4	JASPAR
IRF7_MA0772.1	IRF7	JASPAR
MEF2A_MA0052.3	MEF2A	JASPAR
MEF2D_MA0773.1	MEF2D	JASPAR
MEIS1_MA0498.2	MEIS1	JASPAR
MEIS2_MA0774.1	MEIS2	JASPAR
MEIS3_MA0775.1	MEIS3	JASPAR
MYBL1_MA0776.1	MYBL1	JASPAR
MYBL2_MA0777.1	MYBL2	JASPAR
NFKB1_MA0105.4	NFKB1	JASPAR
NFKB2_MA0778.1	NFKB2	JASPAR
PAX1_MA0779.1	-	JASPAR
PAX3_MA0780.1	PAX3	JASPAR
PAX9_MA0781.1	PAX9	JASPAR
PKNOX1_MA0782.1	PKNOX1	JASPAR
PKNOX2_MA0783.1	PKNOX2	JASPAR
POU1F1_MA0784.1	-	JASPAR
POU2F1_MA0785.1	POU2F1	JASPAR
POU3F1_MA0786.1	POU3F1	JASPAR
POU3F2_MA0787.1	-	JASPAR
POU3F3_MA0788.1	POU3F3	JASPAR
POU3F4_MA0789.1	-	JASPAR
POU4F1_MA0790.1	POU4F1	JASPAR
POU4F3_MA0791.1	-	JASPAR
POU5F1B_MA0792.1	POU5F1B	JASPAR
POU6F2_MA0793.1	-	JASPAR
PROX1_MA0794.1	PROX1	JASPAR
RFX2_MA0600.2	RFX2	JASPAR
SMAD3_MA0795.1	SMAD3	JASPAR
TGIF1_MA0796.1	TGIF1	JASPAR
TGIF2_MA0797.1	TGIF2	JASPAR
RFX3_MA0798.1	RFX3	JASPAR
RFX4_MA0799.1	-	JASPAR
RFX5_MA0510.2	RFX5	JASPAR
RUNX2_MA0511.2	RUNX2	JASPAR
EOMES_MA0800.1	-	JASPAR
MGA_MA0801.1	MGA	JASPAR
TBR1_MA0802.1	-	JASPAR
TBX15_MA0803.1	-	JASPAR
TBX19_MA0804.1	TBX19	JASPAR
TBX1_MA0805.1	TBX1	JASPAR
TBX4_MA0806.1	-	JASPAR
TBX5_MA0807.1	-	JASPAR
TEAD3_MA0808.1	TEAD3	JASPAR
TEAD4_MA0809.1	TEAD4	JASPAR
TFAP2A(var.2)_MA0810.1	TFAP2A	JASPAR
TFAP2A_MA0003.3	TFAP2A	JASPAR
TFAP2B_MA0811.1	TFAP2B	JASPAR
TFAP2B(var.2)_MA0812.1	TFAP2B	JASPAR
TFAP2B(var.3)_MA0813.1	TFAP2B	JASPAR
TFAP2C_MA0524.2	TFAP2C	JASPAR
TFAP2C(var.2)_MA0814.1	TFAP2C	JASPAR
TFAP2C(var.3)_MA0815.1	TFAP2C	JASPAR
Ascl2_MA0816.1	ASCL2	JASPAR
Atoh1_MA0461.2	-	JASPAR
BHLHE40_MA0464.2	BHLHE40	JASPAR
BHLHE23_MA0817.1	-	JASPAR
BHLHE22_MA0818.1	BHLHE22	JASPAR
CLOCK_MA0819.1	CLOCK	JASPAR
FIGLA_MA0820.1	-	JASPAR
HES5_MA0821.1	HES5	JASPAR
