,logFC,AveExpr,t,P.Value,adj.P.Val,B
NMU,-0.529173418060513,7.39747391438144,-48.0101498325225,0.0,0.0,1087.45232625475
GPX1,0.528272403504746,7.82719318252317,38.7078514316855,3.1837314e-317,3.11909196e-315,716.049431934041
SGK1,0.528145617056145,7.81699932747642,33.2335702011504,2.51681281155391e-236,1.57997200383569e-234,529.966256495998
IGF2,-0.527067173246204,7.84893925593664,-24.1589087942499,2.77220358760298e-127,7.56331999892021e-126,279.256088772361
TAX1BP3,0.525925040145019,7.72482854473597,39.2994079573421,0.0,0.0,737.634643486568
CLEC2B,-0.517401118372818,8.20236166260821,-31.9836177318003,1.95595664116707e-219,1.0717979357446e-217,491.120496947399
GSTA4,-0.515531065262276,7.77936659206666,-39.3136244670091,0.0,0.0,738.156894361292
CSTA,-0.509604613286937,8.35283806609248,-31.6187344052323,1.28358479121359e-214,6.80299939343202e-213,480.042438877071
WNT3,0.508306831065885,7.36105931472716,45.8354174048931,0.0,0.0,994.6579556031
DAAM1,0.506444754523287,7.94492006130241,32.488229784988,3.44018034049718e-226,1.98608982871918e-224,506.655152396687
KCNK7,-0.504860792202223,7.37935251846563,-47.150525575252,0.0,0.0,1050.35204035427
RND3,0.501205213903143,8.43770124454736,30.2939883006528,1.58018776163058e-197,7.40398120775601e-196,440.741304149964
SLC25A5,-0.497735082955246,9.42468941472323,-36.3898543660172,1.16271124306118e-281,9.63857807388923e-280,634.242349293306
CHP2,-0.493210128987194,7.34812479515182,-48.0508222400323,0.0,0.0,1089.22119662568
DEFB1,-0.490968232119722,7.65471973643169,-38.9424938832663,6.245e-321,6.40956e-319,724.577115927978
DBI,-0.490091442802075,8.99862860440584,-33.7732715014645,7.27328349765685e-244,4.84835578307723e-242,547.305633589323
FBXW7,0.489948753836665,7.86300346719574,33.8086386163722,2.33189692854793e-244,1.57062974374906e-242,548.441882064787
CTNNAL1,0.489073059193701,7.26261405832932,47.4088717899848,0.0,0.0,1061.4445039627
DSG1,-0.48291936332217,8.39045315477662,-32.4452766352554,1.18419844773279e-225,6.71669049389493e-224,505.420246260396
LAMB4,0.482356951527144,7.27070998819687,45.5524994904037,0.0,0.0,982.846495808914
ZFP36,0.479948170141389,9.8160997489677,25.7080646104392,1.27243309512022e-143,3.99395747235308e-142,316.806806519209
TMEM45A,-0.461559157944637,7.54610081797981,-31.9649723788616,3.49501845241196e-219,1.89905792548704e-217,490.540775581822
ALDH2,-0.459585001796004,8.01085976747001,-32.9871136154067,5.27979456472543e-233,3.22067468448251e-231,522.32613096883
GUK1,0.458891654869966,8.80682532522827,33.3376280798376,8.10455628522843e-238,5.18852088517693e-236,533.397707255151
CCND2,0.455776251548118,7.57830898974632,35.6920119625691,2.46311478056695e-271,1.89601192513642e-269,610.490066562677
MEF2A,0.453467501955888,7.4440498196188,37.2517180331865,1.17059463560074e-294,1.02284660997221e-292,664.139626588085
GPNMB,0.45063727815962,9.01498513711809,31.2731957040876,3.93996192100636e-210,2.00596801426985e-208,469.723332722946
DCN,0.445070962306289,8.47646080964937,26.1198703116302,3.98226033903659e-148,1.28746476761053e-146,327.160907976426
CLSTN1,0.441285064557486,7.72800896818309,33.375441770444,2.43589474511234e-238,1.57504954218964e-236,534.59844270169
